180000,  5580, -2692,  1926,  6517, -2562,  -929,  -412,  1516,11111001, 0000000000,0214513525,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5580,0000000000,
360000,  5580, -2692,  1926,  6526, -2562,  -930,  -413,  1516,11111001, 0000000000,0214513525,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5580,0000000000,
540000,  5575, -2692,  1926,  6525, -2566,  -934,  -417,  1511,11111001, 0007742190,0211785949,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0007742190,  5575,0000000000,
720000,  5575, -2692,  1926,  6515, -2569,  -936,  -420,  1511,11111001, 0001795860,0209445167,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0001795860,  5575,0000000000,
900000,  5575, -2692,  1926,  6515, -2572,  -939,  -421,  1509,11111001, 0010096770,0207464207,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0010096770,  5575,0000000000,
1080000,  5575, -2692,  1926,  6515, -2572,  -938,  -421,  1509,11111001, 0001476600,0205561151,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0001476600,  5575,0000000000,
1260000,  5575, -2692,  1926,  6516, -2574,  -939,  -423,  1508,11111001, 0014706170,0202708413,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0014706170,  5575,0000000000,
1440000,  5571, -2692,  1926,  6516, -2574,  -939,  -423,  1508,11111001,-0018976340,0199367730,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N,-0018976340,  5571,0000000000,
1620000,  5575, -2692,  1926,  6517, -2576,  -940,  -423,  1509,11111001, 0008061450,0196255805,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0008061450,  5575,0000000000,
1800000,  5575, -2692,  1926,  6518, -2575,  -939,  -422,  1510,11111001, 0010835070,0193664632,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0010835070,  5575,0000000000,
1980000,  5575, -2692,  1926,  6518, -2575,  -938,  -423,  1510,11111001, 0005906410,0191529510,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0005906410,  5575,0000000000,
2160000,  5578, -2692,  1926,  6520, -2577,  -938,  -423,  1510,11111001, 0003611690,0189565112,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0003611690,  5578,0000000000,
2340000,  5575, -2692,  1926,  6519, -2575,  -938,  -424,  1510,11111001, 0006425220,0187988405,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0006425220,  5575,0000000000,
2520000,  5575, -2692,  1926,  6520, -2578,  -938,  -423,  1511,11111001, 0008500440,0186578598,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0008500440,  5575,0000000000,
2700000,  5575, -2692,  1926,  6520, -2576,  -937,  -423,  1513,11111001,-0001835770,0185376812,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N,-0001835770,  5575,0000000000,
2880000,  5575, -2692,  1926,  6521, -2577,  -937,  -423,  1512,11111001, 0003412150,0184273234,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0003412150,  5575,0000000000,
3060000,  5575, -2692,  1926,  6522, -2576,  -937,  -422,  1512,11111001, 0008440580,0183357407,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0008440580,  5575,0000000000,
3240000,  5575, -2692,  1926,  6521, -2577,  -937,  -422,  1511,11111001, 0004170400,0182519069,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0004170400,  5575,0000000000,
3420000,  5575, -2692,  1926,  6522, -2577,  -936,  -423,  1513,11111001, 0001359870,0181798876,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0001359870,  5575,0000000000,
3600000,  5575, -2692,  1926,  6522, -2577,  -936,  -423,  1513,11111001, 0002334620,0181139575,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0002334620,  5575,0000000000,
3780000,  5575, -2692,  1926,  6523, -2577,  -937,  -422,  1513,11111001, 0000159630,0180577119,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000159630,  5575,0000000000,
3960000,  5575, -2692,  1926,  6522, -2577,  -937,  -422,  1514,11111001, 0002474300,0180033486,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0002474300,  5575,0000000000,
4140000,  5575, -2692,  1926,  6523, -2577,  -935,  -421,  1513,11111001, 0001456640,0179592883,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0001456640,  5575,0000000000,
4320000,  5575, -2692,  1926,  6523, -2577,  -937,  -422,  1515,11111001, 0004709160,0179232213,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0004709160,  5575,0000000000,
4500000,  5575, -2692,  1926,  6523, -2578,  -936,  -421,  1514,11111001, 0000478890,0178858406,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000478890,  5575,0000000000,
4680000,  5575, -2692,  1926,  6523, -2577,  -936,  -421,  1515,11111001, 0000019950,0178511354,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000019950,  5575,0000000000,
4860000,  5575, -2692,  1926,  6524, -2578,  -935,  -422,  1514,11111001, 0001155340,0178175676,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0001155340,  5575,0000000000,
5040000,  5575, -2692,  1926,  6523, -2578,  -935,  -422,  1514,11111001, 0000000000,0177934847,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
5220000,  5575, -2692,  1926,  6523, -2577,  -936,  -423,  1514,11111001, 0000239440,0177725728,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000239440,  5575,0000000000,
5400000,  5575, -2692,  1926,  6523, -2577,  -934,  -421,  1515,11111001, 0000019950,0177510656,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000019950,  5575,0000000000,
5580000,  5575, -2692,  1926,  6524, -2578,  -936,  -422,  1514,11111001, 0001556410,0177221272,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0001556410,  5575,0000000000,
