180000,  5575, -2692,  1926,  6527, -2578,  -932,  -420,  1519,11111001, 0000000000,0143739370,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
360000,  5578, -2692,  1926,  6527, -2579,  -933,  -420,  1518,11111001, 0000000000,0143739370,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5578,0000000000,
540000,  5579, -2692,  1926,  6532, -2579,  -934,  -421,  1519,11111001, 0000000000,0143739370,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5579,0000000000,
720000,  5585, -2692,  1926,  6529, -2576,  -930,  -418,  1522,11111001, 0000000000,0143739370,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5585,0000000000,
900000,  5588, -2692,  1926,  6529, -2573,  -927,  -414,  1526,11111001,-0000018950,0143739786,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N,-0000018950,  5588,0000000000,
1080000,  5590, -2692,  1926,  6527, -2571,  -924,  -412,  1528,11111001,-0000977750,0143949919,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N,-0000977750,  5590,0000000000,
1260000,  5588, -2692,  1926,  6529, -2571,  -926,  -413,  1527,11111001, 0000000000,0144053348,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5588,0000000000,
1440000,  5579, -2692,  1926,  6528, -2577,  -932,  -419,  1519,11111001, 0000000000,0144053348,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5579,0000000000,
1620000,  5575, -2692,  1926,  6528, -2580,  -936,  -423,  1515,11111001, 0000039900,0143916795,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000039900,  5575,0000000000,
1800000,  5575, -2692,  1926,  6528, -2581,  -935,  -423,  1515,11111001, 0000054870,0143776451,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000054870,  5575,0000000000,
1980000,  5575, -2692,  1926,  6528, -2581,  -935,  -423,  1515,11111001, 0000079810,0143628775,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000079810,  5575,0000000000,
2160000,  5575, -2692,  1926,  6528, -2581,  -936,  -423,  1516,11111001, 0000019950,0143534691,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000019950,  5575,0000000000,
2340000,  5575, -2692,  1926,  6528, -2581,  -935,  -423,  1515,11111001, 0000039900,0143495764,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000039900,  5575,0000000000,
2520000,  5575, -2692,  1926,  6528, -2581,  -936,  -424,  1516,11111001, 0000000000,0143434056,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
2700000,  5575, -2692,  1926,  6527, -2580,  -936,  -423,  1516,11111001, 0000156630,0143372547,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000156630,  5575,0000000000,
2880000,  5575, -2692,  1926,  6529, -2580,  -934,  -423,  1516,11111001, 0000022940,0143316260,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000022940,  5575,0000000000,
3060000,  5575, -2692,  1926,  6528, -2580,  -936,  -423,  1516,11111001, 0000000000,0143290619,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
3240000,  5575, -2692,  1926,  6528, -2581,  -935,  -423,  1515,11111001, 0000000000,0143267755,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
3420000,  5575, -2692,  1926,  6527, -2581,  -934,  -423,  1516,11111001, 0000000000,0143219948,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
3600000,  5575, -2692,  1926,  6527, -2581,  -935,  -423,  1515,11111001,-0000039900,0143182301,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N,-0000039900,  5575,0000000000,
3780000,  5575, -2692,  1926,  6527, -2580,  -935,  -423,  1515,11111001, 0000199540,0143117351,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000199540,  5575,0000000000,
3960000,  5575, -2692,  1926,  6527, -2580,  -936,  -423,  1516,11111001, 0000059860,0143037268,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000059860,  5575,0000000000,
4140000,  5575, -2692,  1926,  6527, -2580,  -935,  -425,  1515,11111001, 0000603610,0142966880,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000603610,  5575,0000000000,
4320000,  5575, -2692,  1926,  6528, -2581,  -935,  -423,  1516,11111001, 0000000000,0142908165,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
4500000,  5575, -2692,  1926,  6527, -2581,  -935,  -423,  1516,11111001, 0000000000,0142845144,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
4680000,  5575, -2692,  1926,  6528, -2581,  -934,  -423,  1516,11111001, 0000019950,0142774157,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000019950,  5575,0000000000,
4860000,  5575, -2692,  1926,  6527, -2581,  -935,  -423,  1516,11111001, 0000019950,0142640049,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000019950,  5575,0000000000,
5040000,  5575, -2692,  1926,  6527, -2581,  -935,  -423,  1515,11111001, 0000000000,0142560515,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
5220000,  5575, -2692,  1926,  6527, -2581,  -936,  -423,  1516,11111001, 0000219490,0142486502,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000219490,  5575,0000000000,
5400000,  5575, -2692,  1926,  6525, -2581,  -935,  -423,  1515,11111001, 0000458940,0142391487,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000458940,  5575,0000000000,
5580000,  5575, -2692,  1926,  6525, -2581,  -936,  -423,  1516,11111001, 0000192550,0142317507,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000192550,  5575,0000000000,
5760000,  5575, -2692,  1926,  6525, -2581,  -936,  -424,  1516,11111001, 0000000000,0142260006,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
5940000,  5575, -2692,  1926,  6525, -2581,  -935,  -424,  1516,11111001, 0000000000,0142170246,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000000000,  5575,0000000000,
6120000,  5575, -2692,  1926,  6525, -2581,  -935,  -423,  1516,11111001, 0000099770,0142077476,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000099770,  5575,0000000000,
6300000,  5575, -2692,  1926,  6526, -2581,  -937,  -423,  1515,11111001, 0000047880,0141997643,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000047880,  5575,0000000000,
6480000,  5575, -2692,  1926,  6525, -2581,  -936,  -423,  1515,11111001, 0000019950,0141891737,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000019950,  5575,0000000000,
6660000,  5575, -2692,  1926,  6525, -2581,  -936,  -423,  1515,11111001, 0000039900,0141799017,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000039900,  5575,0000000000,
6840000,  5575, -2692,  1926,  6525, -2581,  -936,  -423,  1515,11111001, 0000039900,0141712183,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000039900,  5575,0000000000,
7020000,  5575, -2692,  1926,  6526, -2581,  -936,  -423,  1516,11111001, 0000059860,0141624302,R,L,-, 0000000000,0000697797,S,L,N, 0000000000,0266054687,S,L,N, 0000059860,  5575,0000000000,
